,id,loss
393,1838,2456.66162109
394,1851,2238.84277344
395,1852,2590.99658203
396,1854,2672.43334961
397,1856,1333.06030273
398,1865,649.407836914
399,1872,1141.29748535
400,1878,863.707702637
401,1880,948.250427246
402,1881,1636.62207031
403,1882,2983.34838867
404,1886,987.550720215
405,1892,1932.39160156
406,1894,3034.51464844
407,1898,2518.15014648
408,1899,2862.16186523
409,1902,1149.66577148
410,1903,4484.57568359
411,1906,2456.9621582
412,1910,2414.84326172
413,1911,2003.71191406
414,1914,3223.32763672
415,1929,3560.03125
416,1932,1779.26708984
417,1952,1631.74414062
418,1959,910.25769043
419,1960,1736.6282959
420,1976,5032.35351562
421,1980,3295.28710938
422,1981,1807.80102539
423,1987,1786.92687988
424,1994,2063.32397461
425,2000,2084.28466797
426,2008,2391.58666992
427,2011,2413.89916992
428,2012,5773.65283203
429,2019,1877.56201172
430,2022,3395.70654297
431,2024,7581.41894531
432,2028,1125.39318848
433,2030,4320.62646484
434,2031,7299.54443359
435,2047,2479.70996094
436,2049,808.51348877
437,2050,1553.41174316
438,2051,3825.54931641
439,2056,1607.17297363
440,2057,1626.36865234
441,2059,3088.97705078
442,2069,3093.07885742
443,2085,2095.28369141
444,2089,595.194458008
445,2090,2233.10083008
446,2101,2831.68896484
447,2114,3192.19946289
448,2115,1343.59008789
449,2118,1275.66015625
450,2119,2432.14575195
451,2125,1757.11950684
452,2128,3290.0402832
453,2129,1959.31091309
454,2132,1469.52429199
455,2133,2324.0480957
456,2135,953.733032227
457,2136,2114.46923828
458,2143,1977.20825195
459,2144,1311.87585449
460,2145,3508.90673828
461,2152,2237.5090332
462,2160,2970.04003906
463,2166,1641.56359863
464,2169,831.790588379
465,2170,2174.93652344
466,2172,2074.02563477
467,2181,2005.16882324
468,2183,1993.87670898
469,2185,5210.16064453
470,2188,2908.22680664
471,2189,2426.95874023
472,2194,4242.87597656
473,2202,1577.9720459
474,2208,2354.79467773
475,2227,1827.69750977
476,2230,5238.53466797
477,2235,2263.3581543
478,2236,1628.53198242
479,2244,7052.89257812
480,2248,1657.58215332
481,2252,1724.38842773
482,2254,1889.04736328
483,2260,5740.29101562
484,2263,2174.55517578
485,2274,1648.1895752
486,2277,1406.57055664
487,2279,6636.11572266
488,2280,13284.8222656
489,2283,4007.33789062
490,2284,976.395874023
491,2288,3775.53442383
492,2292,1598.19335938
493,2295,6507.70996094
494,2296,1820.42529297
495,2299,2804.71655273
496,2315,8597.95410156
497,2318,1318.7677002
498,2329,11751.4267578
499,2337,1957.52758789
500,2340,1026.31982422
501,2342,2741.65820312
502,2347,4035.70996094
503,2349,4730.44482422
504,2354,1539.84741211
505,2361,2698.06958008
506,2370,1541.1505127
507,2378,3272.83642578
508,2382,4691.95947266
509,2387,1521.65344238
510,2389,1909.328125
511,2394,1509.24743652
512,2396,1973.26647949
513,2400,2662.85375977
514,2407,3154.83935547
515,2414,1268.87670898
516,2415,2175.02539062
517,2421,1975.28491211
518,2427,1810.49304199
519,2428,4134.27099609
520,2430,2780.83618164
521,2435,2364.46728516
522,2445,6644.52978516
523,2446,2031.47363281
524,2447,1946.04504395
525,2449,2148.83666992
526,2451,1892.6114502
527,2458,11928.1904297
528,2462,9731.96582031
529,2463,2815.53540039
530,2467,3282.23364258
531,2471,6316.35400391
532,2475,2062.11010742
533,2478,2542.42724609
534,2483,4258.29736328
535,2485,1191.56433105
536,2487,1049.70581055
537,2494,763.359924316
538,2497,2347.95654297
539,2499,1625.86169434
540,2503,2187.28393555
541,2513,2653.67138672
542,2515,1995.09191895
543,2522,1795.33129883
544,2523,2162.81616211
545,2528,3443.84594727
546,2532,6421.85107422
547,2536,986.768249512
548,2538,2042.55212402
549,2539,1002.06176758
550,2540,3236.82080078
551,2545,6787.28173828
552,2548,1357.55432129
553,2549,1221.43847656
554,2553,2908.24243164
555,2563,1813.19970703
556,2566,2575.4609375
557,2574,1723.4552002
558,2575,3402.09790039
559,2584,3579.25512695
560,2588,2766.69702148
561,2589,1429.94689941
562,2592,1753.95788574
563,2596,1812.64367676
564,2598,1583.6920166
565,2602,1185.49816895
566,2603,2183.42358398
567,2607,2712.56396484
568,2609,1719.67114258
569,2611,8402.32617188
570,2627,2079.76123047
571,2628,1864.60168457
572,2630,2125.27758789
573,2633,2700.00952148
574,2636,6772.28808594
575,2640,455.417907715
576,2641,1387.0090332
577,2657,4464.92138672
578,2659,1111.38391113
579,2662,1259.18310547
580,2663,2070.68457031
581,2667,2731.36523438
582,2670,862.503479004
583,2682,2105.71240234
584,2694,3204.46704102
585,2699,6972.9765625
586,2700,3711.98168945
587,2703,6555.17382812
588,2708,2274.60449219
589,2714,1046.68054199
590,2725,923.380981445
591,2726,1152.38452148
592,2727,1348.13793945
593,2732,2362.48144531
594,2733,6012.52929688
595,2736,5245.56201172
596,2745,2676.36962891
597,2760,1620.05151367
598,2764,2106.10375977
599,2765,6198.42382812
600,2766,451.890716553
601,2775,1564.69226074
602,2783,1905.46484375
603,2784,1465.31774902
604,2786,2287.07006836
605,2801,1329.5144043
606,2803,1980.05102539
607,2813,6247.95800781
608,2815,7774.68945312
609,2816,1693.4362793
610,2818,2590.70629883
611,2819,4373.11669922
612,2822,1804.63879395
613,2825,2028.15722656
614,2826,1980.33874512
615,2830,2325.16430664
616,2834,1244.21154785
617,2835,4576.10009766
618,2856,2642.70922852
619,2873,6585.95068359
620,2886,7089.12792969
621,2892,5315.62744141
622,2896,1053.94311523
623,2897,1487.23608398
624,2899,2234.51171875
625,2901,1736.99804688
626,2909,5333.72753906
627,2914,3947.34521484
628,2915,1598.23413086
629,2916,3151.7800293
630,2919,885.515991211
631,2926,2901.45141602
632,2927,2231.03759766
633,2933,1968.50695801
634,2934,3246.43359375
635,2941,2150.4465332
636,2942,2049.73144531
637,2946,2493.5234375
638,2949,2863.29492188
639,2952,2345.37573242
640,2957,8979.50683594
641,2962,2420.90283203
642,2963,929.085632324
643,2965,2049.63427734
644,2966,6926.22607422
645,2971,2691.25927734
646,2975,696.448120117
647,2979,1023.51812744
648,2985,7839.13916016
649,2995,2442.78295898
650,2996,1426.79492188
651,3001,4577.70263672
652,3007,3776.92260742
653,3008,1084.09570312
654,3014,3550.74047852
655,3017,11362.4013672
656,3021,1694.64013672
657,3025,2325.13500977
658,3026,1239.26904297
659,3034,2186.56176758
660,3035,2522.44262695
661,3044,3180.67749023
662,3046,2967.24389648
663,3047,4090.2956543
664,3057,4276.00244141
665,3059,5749.37451172
666,3063,6843.45898438
667,3065,1638.58483887
668,3067,3183.80737305
669,3069,2725.54980469
670,3076,2771.5949707
671,3086,1612.18041992
672,3088,2533.4765625
673,3090,1850.03356934
674,3096,2673.56494141
675,3100,1756.26721191
676,3102,2774.97387695
677,3103,2843.86547852
678,3107,1564.28259277
679,3118,1761.61193848
680,3120,4210.18896484
681,3123,2671.80908203
682,3128,1062.38659668
683,3132,1781.54284668
684,3140,1936.81201172
685,3152,2191.6862793
686,3165,5221.53857422
687,3183,2039.84118652
688,3190,673.739562988
689,3197,2782.83642578
690,3201,1189.0760498
691,3203,1937.22241211
692,3214,3585.22583008
693,3219,2259.42919922
694,3220,1357.80163574
695,3221,4167.71191406
696,3229,2058.89282227
697,3234,1018.86572266
698,3235,3772.39648438
699,3240,1571.43322754
700,3241,1762.27185059
701,3249,2132.91162109
702,3254,1127.50427246
703,3264,4050.25805664
704,3266,2610.59814453
705,3270,951.056030273
706,3282,2420.50170898
707,3285,1382.92614746
708,3289,1465.34667969
709,3291,1870.86669922
710,3295,2685.53271484
711,3299,1168.55883789
712,3302,843.574523926
713,3303,6758.5703125
714,3308,3596.52172852
715,3309,4250.87841797
716,3324,1820.30822754
717,3327,5291.25390625
718,3330,4544.05273438
719,3335,1478.04614258
720,3339,2084.05249023
721,3340,2196.0871582
722,3343,2547.1315918
723,3350,2882.77539062
724,3353,2451.578125
725,3356,9247.40527344
726,3361,3297.32910156
727,3368,794.24395752
728,3376,2094.17480469
729,3381,1388.203125
730,3383,3539.9609375
731,3397,3539.64404297
732,3403,2069.92285156
733,3405,1782.87634277
734,3410,1576.56054688
735,3412,3481.55029297
736,3416,3077.86962891
737,3417,1728.46618652
738,3423,3509.53613281
739,3427,4788.47265625
740,3435,3696.75683594
741,3439,1571.82495117
742,3441,3019.05224609
743,3450,1938.5222168
744,3453,1726.25024414
745,3454,1804.85876465
746,3458,9180.48339844
747,3459,2010.04846191
748,3467,3783.96630859
749,3469,6266.15039062
750,3477,782.792663574
751,3478,10460.2167969
752,3482,1077.56677246
753,3484,5339.16992188
754,3506,2276.37280273
755,3515,6498.94042969
756,3522,3803.29003906
757,3523,1640.99621582
758,3526,1374.99841309
759,3532,2095.56079102
760,3534,2040.43737793
761,3537,1240.8067627
762,3539,1137.48205566
763,3542,5241.06689453
764,3545,1092.38818359
765,3552,2129.27197266
766,3554,1634.20739746
767,3573,2285.96118164
768,3576,1252.45202637
769,3577,2854.48120117
770,3580,1352.23010254
771,3583,1795.96459961
772,3584,1670.69970703
773,3609,1624.43884277
774,3613,5158.79882812
775,3623,2641.49487305
776,3624,3474.58447266
777,3638,9324.32128906
778,3642,1861.30310059
779,3643,2647.86669922
780,3647,2033.23352051
781,3653,2158.62060547
782,3654,3703.6003418
783,3656,1653.84289551
784,3658,1077.25024414
785,3659,3657.86889648
786,3663,5437.38427734
787,3664,3091.31396484
788,3666,1113.59130859
789,3681,1086.63171387
790,3689,3001.23901367
791,3694,3035.18212891
792,3695,1705.7623291
793,3699,2242.87988281
794,3701,1615.60510254
795,3704,3679.66479492
796,3721,979.98651123
797,3726,3774.17431641
798,3727,2353.08374023
799,3729,2404.00195312
800,3731,4444.38134766
801,3738,1000.87139893
802,3740,3022.83569336
803,3744,2820.54614258
804,3757,1280.61022949
805,3758,1440.59570312
806,3778,1692.9407959
807,3781,3558.92456055
808,3790,6709.28076172
809,3796,1075.56567383
810,3798,7682.78369141
811,3804,891.740539551
812,3813,1019.88134766
813,3814,1383.71130371
814,3815,2508.07543945
815,3818,2383.43920898
816,3823,2495.85473633
817,3826,7222.51025391
818,3831,1872.93518066
819,3834,3287.14819336
820,3835,3463.78466797
821,3849,2621.39575195
822,3850,3153.25048828
823,3855,2344.03442383
824,3864,2713.71630859
825,3867,2897.87963867
826,3871,1402.72070312
827,3879,2171.68139648
828,3880,3486.90478516
829,3882,5355.32617188
830,3884,10396.8515625
831,3893,2421.65649414
832,3895,2380.21899414
833,3901,3151.2902832
834,3903,1432.82019043
835,3913,1967.90197754
836,3921,2904.94018555
837,3929,2650.71435547
838,3947,1369.20239258
839,3962,2270.43994141
840,3963,664.301879883
841,3966,2079.66967773
842,3975,1967.78979492
843,3976,6582.09472656
844,3977,3056.51049805
845,3978,1009.39300537
846,3979,947.432006836
847,3983,2007.96459961
848,3985,1035.73718262
849,3989,7970.06933594
850,3992,1956.38366699
851,3995,2208.25854492
852,4008,2218.94311523
853,4013,1933.84460449
854,4029,2742.18676758
855,4035,3391.12744141
856,4040,2194.63867188
857,4048,900.727233887
858,4060,2657.52490234
859,4066,1373.02575684
860,4075,1230.9576416
861,4079,2137.12524414
862,4083,1221.90734863
863,4091,2517.11938477
864,4092,6782.91162109
865,4093,2703.20678711
866,4098,3314.65063477
867,4108,1417.91601562
868,4109,1164.89477539
869,4110,3191.84130859
870,4116,2480.52685547
871,4129,2007.19702148
872,4130,4140.12158203
873,4140,2180.84277344
874,4146,2252.0793457
875,4150,4297.66650391
876,4151,8990.92089844
877,4153,1404.49597168
878,4169,6840.18066406
879,4170,2476.16821289
880,4179,1736.38098145
881,4183,4739.11669922
882,4188,3084.17285156
883,4190,2282.56665039
884,4193,1895.45080566
885,4201,9724.94238281
886,4205,1885.35388184
887,4210,2464.52832031
888,4226,2311.26953125
889,4229,2149.49438477
890,4241,3010.55639648
891,4242,1471.02429199
892,4257,3759.4206543
893,4258,1086.31396484
894,4260,3184.08959961
895,4263,5120.43066406
896,4267,1216.18041992
897,4273,2647.87573242
898,4274,2921.71484375
899,4277,1868.31384277
900,4281,1146.11560059
901,4283,5836.10058594
902,4293,2270.41186523
903,4294,1690.73937988
904,4305,4249.99121094
905,4307,2745.78344727
906,4318,3131.67431641
907,4325,2287.52099609
908,4327,5592.05029297
909,4332,3496.72265625
910,4335,4356.14501953
911,4336,2919.59570312
912,4337,823.919494629
913,4339,6655.82958984
914,4343,1141.16418457
915,4346,1257.4440918
916,4348,1637.44665527
917,4350,4217.67871094
918,4358,2473.18188477
919,4359,2504.74047852
920,4363,2058.37353516
921,4366,4797.34814453
922,4374,768.223510742
923,4375,2218.90576172
924,4377,1086.98742676
925,4393,2834.47753906
926,4395,2692.54077148
927,4400,1076.52844238
928,4402,6443.72070312
929,4404,9837.79199219
930,4415,3345.48071289
931,4418,3002.83862305
932,4422,2355.28979492
933,4430,1575.72229004
934,4432,2037.42944336
935,4433,1361.35473633
936,4435,5264.22949219
937,4438,2038.34838867
938,4444,2381.31860352
939,4447,3318.7199707
940,4451,5551.14746094
941,4452,1931.67590332
942,4457,1668.37426758
943,4459,3612.92504883
944,4469,1344.76721191
945,4471,8008.12402344
946,4486,803.318969727
947,4488,2667.98828125
948,4510,2016.40100098
949,4515,1222.8963623
950,4527,4143.43896484
951,4530,1065.44177246
952,4534,872.189147949
953,4535,3732.0144043
954,4536,1844.13867188
955,4548,2647.35717773
956,4549,1874.22619629
957,4551,6146.08740234
958,4556,3416.12988281
959,4559,617.714416504
960,4564,2167.08520508
961,4570,3666.09301758
962,4575,7770.34130859
963,4584,4100.78271484
964,4585,3121.34912109
965,4591,1924.0213623
966,4592,2442.78979492
967,4593,4282.80859375
968,4594,1527.2364502
969,4598,1125.83459473
970,4607,2397.20043945
971,4608,1090.34057617
972,4620,2199.18994141
973,4621,3615.14575195
974,4625,2580.45727539
975,4635,3188.29296875
976,4638,5841.71875
977,4652,3185.21240234
978,4657,3101.95458984
979,4658,2035.61437988
980,4666,6035.1953125
981,4672,1646.15490723
982,4676,2641.70800781
983,4680,1726.91174316
984,4681,6299.89648438
985,4683,5392.58740234
986,4684,2016.11206055
987,4689,3253.87915039
988,4690,2335.58276367
989,4692,1773.65222168
990,4697,2071.02661133
991,4700,2198.38208008
992,4705,13588.1845703
993,4721,2068.13354492
994,4726,2132.45996094
995,4729,1212.51074219
996,4731,3567.90014648
997,4736,2285.56542969
998,4739,1868.05310059
999,4740,2249.55395508
1000,4753,696.646606445
1001,4754,2441.38549805
1002,4755,3476.90844727
1003,4756,1607.84411621
1004,4759,1693.80432129
1005,4764,1620.76586914
1006,4771,5307.61669922
1007,4772,2023.17370605
1008,4776,892.713500977
1009,4780,3224.44287109
1010,4784,1526.52111816
1011,4786,1935.0189209
1012,4787,3471.52856445
1013,4789,1626.6763916
1014,4794,2074.734375
1015,4800,2747.98364258
1016,4807,2849.79272461
1017,4813,9077.73828125
1018,4818,2677.24609375
1019,4823,14945.6074219
1020,4824,2226.21899414
1021,4829,2474.34375
1022,4830,1368.32299805
1023,4835,3196.45336914
1024,4844,1698.16308594
1025,4845,2164.81054688
1026,4846,3195.33105469
1027,4847,1025.79431152
1028,4854,2191.9128418
1029,4857,2986.06347656
1030,4861,1381.09460449
1031,4863,1527.33654785
1032,4866,3296.96801758
1033,4869,5463.40478516
1034,4871,1838.30297852
1035,4872,2479.72827148
1036,4875,1863.49487305
1037,4877,7396.33300781
1038,4878,951.604736328
1039,4885,2410.70361328
1040,4886,1361.66027832
1041,4888,2841.26391602
1042,4890,1356.04272461
1043,4896,1118.28198242
1044,4899,3354.58422852
1045,4913,1105.74108887
1046,4916,2084.85644531
1047,4920,2951.04956055
1048,4925,3438.93359375
1049,4934,2207.76220703
1050,4941,3116.32446289
1051,4946,1601.61865234
1052,4954,3436.36181641
1053,4956,1631.89123535
1054,4958,5027.65283203
1055,4965,1451.14318848
1056,4966,1371.06530762
1057,4970,3192.23852539
1058,4977,2374.73486328
1059,4980,2896.03930664
1060,4984,2275.31152344
1061,4995,1516.3848877
1062,4997,3109.64135742
1063,4999,2268.52124023
1064,5005,3397.78369141
1065,5011,1659.71276855
1066,5015,2471.65917969
1067,5016,2887.69042969
1068,5019,2432.91943359
1069,5024,2310.93115234
1070,5030,1848.72790527
1071,5031,2169.73168945
1072,5034,2326.47949219
1073,5047,10518.3740234
1074,5048,2425.25219727
1075,5052,2441.39819336
1076,5061,2382.15600586
1077,5062,12180.0673828
1078,5067,3534.80688477
1079,5068,4852.11962891
1080,5077,1118.52380371
1081,5079,2702.79956055
1082,5090,4805.40136719
1083,5094,1931.8293457
1084,5103,1987.02294922
1085,5104,1155.69421387
1086,5106,2144.89208984
1087,5107,2309.6262207
1088,5110,1407.81335449
1089,5114,1648.16149902
1090,5116,4470.14355469
1091,5121,8412.9453125
1092,5122,2140.86938477
1093,5124,1648.04382324
1094,5132,3845.2109375
1095,5133,2554.05517578
1096,5138,2270.65917969
1097,5143,4253.88330078
1098,5153,1510.16369629
1099,5154,1817.80615234
1100,5155,1191.68005371
1101,5160,1992.34484863
1102,5169,6009.79394531
1103,5172,3549.12036133
1104,5173,2680.77978516
1105,5179,1062.25219727
1106,5182,3486.85498047
1107,5187,1245.9654541
1108,5192,3181.37573242
1109,5211,2054.63769531
1110,5213,3156.98022461
1111,5219,1084.27026367
1112,5225,2285.53564453
1113,5226,1298.11291504
1114,5227,5296.81640625
1115,5228,1607.55029297
1116,5239,4049.23852539
1117,5241,1461.02661133
1118,5244,2284.33032227
1119,5248,3099.95727539
1120,5260,1320.82202148
1121,5266,1571.4576416
1122,5273,1818.34545898
1123,5280,6927.34716797
1124,5298,4131.19921875
1125,5300,1351.82385254
1126,5306,3111.6105957
1127,5307,1363.26293945
1128,5311,6285.78271484
1129,5316,1537.36096191
1130,5323,519.818908691
1131,5332,2060.39306641
1132,5336,1691.19567871
1133,5338,1436.7956543
1134,5342,3312.30664062
1135,5347,1551.08422852
1136,5355,3680.45605469
1137,5357,2084.54272461
1138,5362,2000.52319336
1139,5363,1455.70837402
1140,5364,1016.01843262
1141,5366,4067.12451172
1142,5374,5448.85400391
1143,5375,920.965209961
1144,5379,3648.99194336
1145,5380,2025.9239502
1146,5383,849.659667969
1147,5385,1381.19433594
1148,5390,2251.69702148
1149,5393,4553.359375
1150,5398,1905.8449707
1151,5411,2788.09375
1152,5414,950.798339844
1153,5429,1552.43945312
1154,5432,8912.32910156
1155,5436,1183.72033691
1156,5437,3831.40039062
1157,5439,1533.20397949
1158,5440,3057.70898438
1159,5449,1834.45568848
1160,5458,1389.37744141
1161,5460,1044.15209961
1162,5462,1934.28320312
1163,5463,2286.32739258
1164,5465,2697.89453125
1165,5467,3629.26171875
1166,5475,3959.21044922
1167,5483,2118.68896484
1168,5485,1695.51428223
1169,5489,2428.40893555
1170,5493,2980.60888672
1171,5497,779.631774902
1172,5501,1604.00927734
1173,5506,1444.49536133
1174,5507,1873.12255859
1175,5510,2782.74633789
